Item Code,Phasing Type,UOM,Sell Type,Year,View By,Channel Code,Sub Division Name,Group SKU,DP Name,Region Name,DC,FC,Calendar Month
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Bắc,MTS,0.651900871,5
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,DTD,0.0304557,5
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,DTD,0.050051412,5
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,GMT,0.564275269,5
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,MTD,0.100697199,5
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Tây,MTD,0.003372313,5
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Tây,MTD,0.602099606,5
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,DTD,0.659571691,5
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,MTA,0.232125254,5
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,MTN,0.107175619,5
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,MTN,0.316881514,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,DTD,1.97E-07,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,JP1,1.53E-07,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,MTD,0.000965461,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,MTD,2.50E-05,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,MTF,0.000313845,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTA,0.039880305,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTA,0.000904176,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTH,0.159521221,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTH,0.001150162,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTS,0.000902404,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Đông,DTD,9.44E-05,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Đông,GMT,0.000718371,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Đông,MTD,0.082446045,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Tây,MTD,0.002119922,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Tây,MTD,0.000796596,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Trung,DTD,0.001598986,5
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Trung,MTN,0.067373318,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,HCM,MTD,0.000537878,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,HCM,MTF,0.026732541,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Bắc,MTA,0.076070028,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Bắc,MTH,0.101426704,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Bắc,MTS,0.060222105,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Đông,DTD,0.003575707,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Đông,GMT,0.061770339,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Tây,MTD,0.06404545,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Trung,DTD,0.103882941,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Trung,MTA,0.007908263,5
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Trung,MTN,0.016765517,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,HCM,MTD,0.00087854,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,HCM,MTF,0.070887094,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTA,0.018816964,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTA,0.192294323,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTH,0.162632332,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTH,0.231110114,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTS,0.194525116,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Đông,DTD,0.017532749,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Đông,GMT,0.152328645,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Đông,MTD,0.075023382,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Tây,MTD,0.001929064,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Tây,MTD,0.166480606,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,DTD,0.211807243,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,MTA,0.05575878,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,MTN,0.061307661,5
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,MTN,0.066606051,5
NBRO01000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt Rose 100gr,HCM,HCM,0.003318784,5
NBRO03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt Rose xá 10 kg,HCM,HCM,0.003220678,5
NBWN02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt White NET Lemon 1 kg,HCM,HCM,0.022016772,5
NBWN01000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt White NET Lemon 500,HCM,HCM,0.054182961,5
NBMK01000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt xá MKL 12% hương NET,HCM,HCM,0.057005334,5
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,KA0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,HCM,HCM,0.201117318,5
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,HCM,NETCO,0.534282709,5
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Bắc,MTA,0.000406047,5
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Bắc,MTH,0.001624189,5
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Bắc,MTS,0.003113028,5
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Đông,NETCO,0.607908657,5
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Tây,NETCO,2.003991998,5
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Trung,MTA,0.003679734,5
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Trung,NETCO,0.385667986,5
04HP00057,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 13.5kg,Miền Bắc,MTH,0.002864338,5
04HP00057,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 13.5kg,Miền Trung,HCM,0.000878118,5
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,KA0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,HCM,HCM,0.173184358,5
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,HCM,NETCO,0.460076777,5
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Bắc,MTA,0.006580282,5
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Bắc,MTH,0.029111167,5
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Bắc,MTS,0.006317071,5
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Đông,NETCO,0.523476899,5
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Tây,NETCO,1.725659776,5
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,DTD,0.002316195,5
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,MTA,0.024635893,5
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,MTN,0.003158448,5
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,NETCO,0.332102988,5
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,KA0,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,HCM,HCM,0.011173184,5
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,HCM,NETCO,0.029682373,5
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,Miền Đông,NETCO,0.033772703,5
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,Miền Tây,NETCO,0.111332889,5
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,Miền Trung,NETCO,0.021425999,5
NBEX03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET Extra 6kg,HCM,HCM,0.001011708,5
04HP00019,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET Extra 6kg,HCM,MTD,0.014815198,5
04HP00002,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 2.4kg,Miền Bắc,MTH,0.000116765,5
04HP00002,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 2.4kg,Miền Trung,HCM,0.000437867,5
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,HCM,HCM,0.001987242,5
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,KA0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,HCM,HCM,0.05027933,5
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,HCM,NETCO,0.133570677,5
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Bắc,MTA,0.000532166,5
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Bắc,MTH,0.026076124,5
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Bắc,MTS,0.003459078,5
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Đông,NETCO,0.151977164,5
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Tây,NETCO,0.500998,5
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,DTD,0.002949136,5
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,MTA,0.005362066,5
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,MTN,0.009383615,5
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,NETCO,0.096416997,5
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,HCM,HCM,0.009006522,5
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,KA0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,HCM,HCM,0.039106145,5
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,HCM,NETCO,0.103888305,5
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Bắc,MTA,0.002482037,5
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Bắc,MTH,0.0080936,5
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Bắc,MTS,0.001348933,5
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Đông,NETCO,0.118204461,5
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Tây,NETCO,0.389665111,5
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,DTD,0.001303688,5
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,MTA,0.00734411,5
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,MTN,0.000651844,5
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,NETCO,0.074990997,5
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,HCM,HCM,0.002794427,5
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,KA0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,HCM,HCM,0.072625698,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,HCM,MTD,0.014207777,5
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,HCM,NETCO,0.192935423,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Bắc,MTA,0.021833138,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Bắc,MTH,0.039977231,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Bắc,MTS,0.018445239,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Đông,DTD,0.101872676,5
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Đông,NETCO,0.219522571,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Tây,MTD,0.016813937,5
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Tây,NETCO,0.723663777,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,DTD,0.006812452,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,MTA,0.011070235,5
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,MTN,0.024865452,5
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,NETCO,0.139268995,5
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,KA0,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,HCM,HCM,0.011173184,5
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,HCM,NETCO,0.029682373,5
04HP00021,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Bắc,MTA,0.001502031,5
04HP00021,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Bắc,MTH,0.003755077,5
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Đông,NETCO,0.033772703,5
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Tây,NETCO,0.111332889,5
04HP00021,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Trung,MTN,0.000634478,5
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Trung,NETCO,0.021425999,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,HCM,MTD,0.000592775,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,HCM,MTD,0.004351001,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,HCM,MTF,0.060831918,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTA,0.021475958,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTA,0.161402473,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTH,0.108098215,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTH,0.167097001,5
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTS,0.160597187,5
