"Product Number","Kpi Obj Catlog","Product Name","STANDARD_SKU_DESC","BRANDY_DESC","Sub Division Name","CATEGORY_DESC","SUB_CATEGORY_DESC","BRAND_DESC","BASE_UOM","Số lượng Base UOM / thùng","Số lượng pcs / Base UOM","Pcs / thùng","NET (Kg - base UOM)","Litre - Base UOM","Weight (case)","Primary UOM","Group SKU","Demand Planning Standard SKU Name","Innovation Name","Active Status","Local / Export / Others","Current Year Innovation(Y/N)","BU/Division","Innovation Type","Itemcode Type","Supply Strategy","Production Group","Launching Time"
"XLNR010RU","0","Nước rửa chén đậm đặc NET hương chanh 400 g (nhãn tiếng Anh)","Nước rửa chén đậm đặc NET hương chanh 400 g (nhãn tiếng Anh) XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",24,1,24,0.4,,9.6,"Ton","Nga","Nước rửa chén đậm đặc NET hương chanh 400 g (nhãn tiếng Anh) Nga",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"04HP00201","0","68481099 Bột giặt SURF LDR PWDR FL SUN FRESH 3X5KG (hộp)","Powder Detergent Surf Sun fresh 5kg XK","Surf Powder Detergent","Home Care","Laundry","Powder Detergent","Surf","Hop",3,1,3,5,,15,"Ton","Đa quốc gia","Powder Detergent Surf Sun fresh 5kg Unilever",,"Active","Export",,"HPC",,"Code hệ thống",,,"2023/Q2"
"04HP00263","0","68369474 Bột giặt SURF PRO LDRY PWDR POU SUN FRESH 2X5KG","Powder Detergent Surf Sun fresh 5kg XK","Surf Powder Detergent","Home Care","Laundry","Powder Detergent","Surf","Tui",2,1,2,5,,10,"Ton","Đa quốc gia","Powder Detergent Surf Sun fresh 5kg Unilever",,"Active","Export",,"HPC",,"Code hệ thống",,,"2023/Q2"
"XLNR011TB","0","Nước rửa chén TB Home 400gr","Nước rửa chén TB Home 400gr XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",24,1,24,0.4,,9.6,"Ton","Cuba","Nước rửa chén TB Home 400gr Cuba",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"03OT00242","0","Tương ớt CHIN-SU XK Mỹ 16bịch x 50gói x 10gr","Chilli Sauces Chinsu 10gr XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Bic",16,50,800,0.5,,8,"Ton","North America","Chilli Sauces Chinsu 10gr USA",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2023/Q1"
"XLNR020RU","0","Nước rửa chén đậm đặc NET hương chanh 800 g/12","Nước rửa chén đậm đặc NET hương chanh 800 g/12 XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",12,1,12,0.8,,9.6,"Ton","Nga","Nước rửa chén đậm đặc NET hương chanh 800 g/12 Nga",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNR021TB","0","Nước rửa chén TB Home 800 g","Nước rửa chén TB Home 800 g 0","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",12,1,12,0.8,,9.6,"Ton","0","Nước rửa chén TB Home 800 g 0",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"02OM00650","0","Mì Omachi Sườn hầm ngũ quả XK Cambodia 12tô x 91gr","Instant Noodle Omachi Tô Sườn 91gr XK","Omachi Tô","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",12,1,12,0.091,,1.092,"Million Pcs","Cambodia","Instant Noodle Omachi Tô Sườn 91gr Cambodia",,"Active","Export",,"Convenience Foods",,"Code hệ thống",,,"2023/Q2"
"04HP00138","0","68887846 Bột giặt SURF PRO SUN FRESH TL PWDR POU PH 1X9KG","Powder Detergent Surf Sun fresh 9kg XK","Surf Powder Detergent","Home Care","Laundry","Powder Detergent","Surf","Tui",1,1,1,9,,9,"Ton","Đa quốc gia","Powder Detergent Surf Sun fresh 9kg Unilever",,"Active","Export",,"HPC",,"Code hệ thống",,,"2023/Q2"
"03OT00265","0","Tương ớt CHIN-SU XK Taiwan 2 (N.I.M) 2bl x 6chai x 520gr","Chilli Sauces Chinsu 520gr XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Blo",2,6,12,3.12,,6.24,"Ton","ROW - Chinese Speaking","Chilli Sauces Chinsu 520gr Taiwan",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2023/Q2"
"03NT00442","0","Nước tương TTT Nhất ca XK Macau (XYX) 12chai x 650ml","Soya Sauces Tam Thái Tử Nhất Ca 650ml_Exp XK","Tam Thái Tử nhất ca","Seasoning","Sauces","Soya Sauces","Tam Thái Tử","Cha",24,1,24,0.65,0.65,15.6,"K.Lit","ROW - Chinese Speaking","Soya Sauces Tam Thái Tử Nhất Ca 650ml_Exp Macau",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2019-2020"
"04HP00161","0","68690398 Bột giặt SURF LDR PWDR FL SUN FRESH BKT 1X9KG","Powder Detergent Surf Sun fresh 9kg XK","Surf Powder Detergent","Home Care","Laundry","Powder Detergent","Surf","Bic",1,1,1,9,,9,"Ton","Đa quốc gia","Powder Detergent Surf Sun fresh 9kg Unilever",,"Active","Export",,"HPC",,"Code hệ thống",,,"2023/Q2"
"03NM00724","0","Nước mắm Nam Ngư cao cấp XK Czech (Dalat) 12chai x 500ml","Fish Sauces Nam Ngư cao cấp 500ml XK","Nam Ngư cao cấp","Seasoning","Sauces","Fish Sauces","Nam Ngư","Cha",12,1,12,0.5,0.5,6,"K.Lit","ROW - EU","Fish Sauces Nam Ngư cao cấp 500ml Czech",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2023/Q2"
"03NM00725","0","Nước mắm Nam Ngư cao cấp XK Hungary (Chimpex) 12chai x 500ml","Fish Sauces Nam Ngư cao cấp 500ml XK","Nam Ngư cao cấp","Seasoning","Sauces","Fish Sauces","Nam Ngư","Cha",12,1,12,0.5,0.5,6,"K.Lit","ROW - EU","Fish Sauces Nam Ngư cao cấp 500ml Hungary",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2023/Q2"
"XLNR030RU","0","Nước rửa chén đậm đặc NET  hương chanh 1,5 Kg (nhãn tiếng Anh)","Nước rửa chén đậm đặc NET  hương chanh 1,5 Kg (nhãn tiếng Anh) XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Can",8,1,8,1.5,,12,"Ton","Nga","Nước rửa chén đậm đặc NET  hương chanh 1,5 Kg (nhãn tiếng Anh) Nga",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNR031TB","0","Nước rửa chén TB Home 1.5 kg","Nước rửa chén TB Home 1.5 kg XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Can",8,1,8,1.5,,12,"Ton","Cuba","Nước rửa chén TB Home 1.5 kg Cuba",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNR041AF","0","Nước rửa chén đậm đặc NET hương chanh (4 Kg + 250 g)(AFG)","Dish-wash NET combo hương chanh 12.75kg XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",3,1,3,4.25,,12.75,"Ton","Afghanistan & UAE","Dish-wash NET combo hương chanh 12.75kg Afghanistan & UAE",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNR041RU","0","Nước rửa chén đậm đặc NET hương chanh (4 Kg + 250 g)(nhãn tiếng Anh)","Nước rửa chén đậm đặc NET hương chanh (4 Kg + 250 g)(nhãn tiếng Anh) XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",3,1,3,4.25,,12.75,"Ton","Nga","Nước rửa chén đậm đặc NET hương chanh (4 Kg + 250 g)(nhãn tiếng Anh) Nga",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNR041TB","0","Nước rửa chén TB Home 4 kg","Nước rửa chén TB Home 4 kg XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",3,1,3,4,,12,"Ton","Cuba","Nước rửa chén TB Home 4 kg Cuba",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNR050RU","0","Nước rửa chén đậm đặc NET  hương chanh 250 g/30","Nước rửa chén đậm đặc NET  hương chanh 250 g/30 0","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",30,1,30,0.25,,7.5,"Ton","0","Nước rửa chén đậm đặc NET  hương chanh 250 g/30 0",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNR090RU","0","Nước rửa chén đậm đặc NET trà xanh kháng khuẩn 1.5 kg/8","Nước rửa chén đậm đặc NET trà xanh kháng khuẩn 1.5 kg/8 0","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Can",8,1,8,1.5,,12,"Ton","0","Nước rửa chén đậm đặc NET trà xanh kháng khuẩn 1.5 kg/8 0",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"08CF00339","0","Cà phê VCF 3in1 Gold gu đậm hơn XK 20bịch x 20gói x 20gr","Instant Coffee Vinacafe 3 in 1 Gu đậm 20gr XK","Vinacafe 3in1 Base","Coffee","Coffee","Instant Coffee","Vinacafe","Bic",20,20,400,0.4,,8,"Million Pcs","North America","Instant Coffee Vinacafe 3 in 1 Gu đậm 20gr USA",,"Active","Export",,"Coffee , Nutrition",,"Code hệ thống",,,"=< 2018"
"08CF00712","0","Cà phê VCF 3in1 Gold Original XK WDT Canada1 gián tiếp 20bịch x 20gói x 20gr","Instant Coffee Vinacafe 3 in 1 20gr XK","Vinacafe 3in1 Base","Coffee","Coffee","Instant Coffee","Vinacafe","Goi",20,20,400,0.4,,8,"Million Pcs","North America","Instant Coffee Vinacafe 3 in 1 20gr Canada",,"Active","Export",,"Coffee , Nutrition",,"Code hệ thống",,,"2021-2022"
"03NT00455","0","Nước tương CHIN-SU XK Netherlands (Herman K B.V) 24chai x 250ml","Soya Sauces Chinsu NCHV 250ml XK","Chinsu nếp cái hoa vàng","Seasoning","Sauces","Soya Sauces","Chinsu","Cha",24,1,24,0.25,0.25,6,"K.Lit","ROW - EU","Soya Sauces Chinsu NCHV 250ml Holland",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2021-2022"
"03NT00487","0","Nước tương CHIN-SU XK Hà Lan (Beagley) 24chai x 250ml","Soya Sauces Chinsu NCHV 250ml XK","Chinsu nếp cái hoa vàng","Seasoning","Sauces","Soya Sauces","Chinsu","Cha",24,1,24,0.25,0.25,6,"K.Lit","ROW - EU","Soya Sauces Chinsu NCHV 250ml Holland",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2021-2022"
"03NT00509","0","Nước tương CHIN-SU Tỏi ớt XK Korea (ATTI INT’L) 24chai x 250ml","Soya Sauces Chinsu Tỏi Ớt 250ml_Exp XK","Chinsu tỏi ớt","Seasoning","Sauces","Soya Sauces","Chinsu","Cha",12,1,12,0.25,0.25,3,"K.Lit","ROW - Korea","Soya Sauces Chinsu Tỏi Ớt 250ml_Exp Korea",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2021-2022"
"03NM00687","0","Nước mắm CHIN-SU Cá Hồi đậm đặc XK UK (EUTEK) 15chai x 500ml","Fish Sauces Chinsu Cá Hồi đậm đặc 500ml UK","Chinsu Cá Hồi","Seasoning","Sauces","Fish Sauces","Chinsu","Cha",15,1,15,0.5,0.5,7.5,"K.Lit","ROW - EU","Fish Sauces Chinsu Cá Hồi đậm đặc 500ml UK",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2021-2022"
"03OT00248","0","Tương ớt CHIN-SU XK Hungary (Chimpex) 3bl x 8chai x 250gr","Chilli Sauces Chinsu 250gr XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Blo",3,8,24,16,,48,"Ton","ROW - EU","Chilli Sauces Chinsu 250gr Hungary",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2023/Q2"
"03NT00514","0","Nước tương CHIN-SU Tỏi ớt XK Korea (Datafood) 24chai x 250ml","Soya Sauces Chinsu Tỏi Ớt 250ml_Exp XK","Chinsu tỏi ớt","Seasoning","Sauces","Soya Sauces","Chinsu","Cha",24,1,24,0.25,0.25,6,"K.Lit","ROW - Korea","Soya Sauces Chinsu Tỏi Ớt 250ml_Exp Korea",,"Active","Export",,"Seasoning",,"Code hệ thống",,,"2021-2022"
"XLNR100AF","0","Nước rửa chén NET Trà xanh & Gừng 4kg/3","Dish-wash NET trà xanh và gừng 800g 0","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Can",3,1,3,4,,12,"Ton","0","Dish-wash NET trà xanh và gừng 800g 0",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"08CF_Cam_Inno","0","Instant Coffee Vinacafe 3 in 1 20gr Cambodia","Instant Coffee Vinacafe 3 in 1 20gr XK","Vinacafe 3in1 Base","Coffee","Coffee","Instant Coffee","Vinacafe","Bich",5,100,500,0.02,,2,"Million Pcs","Cambodia","Instant Coffee Vinacafe 3 in 1 20gr Cambodia",,"Active","Export","Y","Coffee , Nutrition","Innovation","Code tạm",,,"2023/Q4"
"03OT_Inno_Korea_Sriracha","0","03OT_Inno_Korea_Sriracha","03OT_Inno_XK_Sriracha XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",2,6,12,3,,6,"Ton","ROW - Korea","03OT_Inno_Korea_Sriracha Korea",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"FS_Korea_New","0","FS_Korea_New","FS_XK_New XK","Nam Ngư nhất","Seasoning","Sauces","Fish Sauces","Chinsu","Cha",15,1,15,0.5,,7.5,"K.Lit","ROW - Korea","FS_Korea_New Korea",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"SS_Korea_New","0","NT lên men tự nhiên CS_Korea","NT lên men tự nhiên CS_XK","Chinsu nếp cái hoa vàng","Seasoning","Sauces","Soya Sauces","Chinsu","Cha",24,1,24,0.275,,6.6,"K.Lit","ROW - Korea","NT lên men tự nhiên CS_Korea Korea",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"CS_USA_New","0","CS_USA_New","CS_XK_New XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",15,1,15,0.9,,13.5,"Ton","North America","CS_USA_New USA",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"FS_Chinsu_USA_1","0","Fish Sauces Chinsu Phú Quốc","Fish Sauces Chinsu Phú Quốc","Nam Ngư nhất","Seasoning","Sauces","Fish Sauces","Chinsu","Cha",15,1,15,0.5,0.5,7.5,"K.Lit","North America","Fish Sauces Chinsu Phú Quốc",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"SS_USA_New","0","SS_USA_New","SS_XK_New XK","Chinsu nếp cái hoa vàng","Seasoning","Sauces","Soya Sauces","Chinsu","Cha",24,1,24,0.275,,6.6,"K.Lit","North America","SS_USA_New USA",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"09NC_InnoCam","0","09NC_InnoCam","Instant Cereals B'fast Dinh Dưỡng 25gr XK","Ngũ cốc B'fast","Nutrition","Cereals","Instant Cereals","B'fast","Goi",14,20,280,0.5,,7,"Million Pcs","Cambodia","Instant Cereals B'fast Dinh Dưỡng 25gr Cambodia",,"Active","Export","Y","Coffee , Nutrition","Innovation","Code tạm",,,"2024"
"Coffee_USA_New","0","Coffee_USA_New","CF_XK_New XK","Vinacafe 3in1 Base","Coffee","Coffee","Instant Coffee","Vinacafe","Cha",3,100,300,2,,6,"Million Pcs","North America","CF_USA_New USA",,"Active","Export","Y","Coffee , Nutrition","Innovation","Code tạm",,,"2024"
"Beer_InnoCam","0","Bia Red Ruby 24lon x 330ml","Beer Lager Premium Red Ruby Regular 24lon 330ml XK","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",24,1,24,0.330144999999999,0.330144999999999,7.92347999999999,"K.Lit","Cambodia","Beer Lager Premium Red Ruby Regular 24lon 330ml Cambodia",,"Active","Export","Y","Beer","Innovation","Code tạm",,,"2024"
"03OT_InnoCam_500gr","0","Chilli Sauces Chinsu 500gr_Inno","Chilli Sauces Chinsu 500gr XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",24,1,24,0.5,,12,"Ton","Cambodia","Chilli Sauces Chinsu 500gr Cambodia",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"03OT_InnoCam_Sate","0","03OT_InnoCam_Sate","03OT_InnoCam_Sate XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",24,1,24,0.5,,12,"Ton","Cambodia","03OT_InnoCam_Sate Cambodia",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"03OT_InnoCam_Sriracha","0","03OT_InnoCam_Sriracha","03OT_InnoCam_Sriracha XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",2,6,12,3,,6,"Ton","Cambodia","03OT_InnoCam_Sriracha Cambodia",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"XLNR120AF","0","Nước rửa chén NET Chanh tươi & Vitamin E 750g/15 - nhãn Tiếng Anh","Dish-wash NET Chanh tươi và Vitamin E XK","NET Dishwash","Home Care","Household Care","Dish-wash","NET","Cha",15,1,15,0.75,,11.25,"Ton","Afghanistan & UAE","Dish-wash NET Chanh tươi và Vitamin E Afghanistan & UAE",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNX020RU","0","Nước xả vải  Shotz Fabcon Sensitive 6/ 2 L","Nước xả vải  Shotz Fabcon Sensitive 6/ 2 L XK","Shotz Liquid Conditioning","Home Care","Laundry","Liquid Conditioning","NET","Cha",6,1,6,1.99,,11.94,"K.Lit","Nga","Nước xả vải  Shotz Fabcon Sensitive 6/ 2 L Nga",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"03OT_Inno_USA_Sate","0","03OT_Inno_USA_Sate","03OT_Inno_XK_Sate XK USA","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",24,1,24,0.5,,12,"Ton","North America","03OT_Inno_USA_Sate USA",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"03OT_Inno_USA_Sriracha","0","03OT_Inno_USA_Sriracha","03OT_Inno_XK_Sriracha XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",2,6,12,3,,6,"Ton","North America","03OT_Inno_USA_Sriracha USA",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"09NCTaiwan","0","Taiwan_Ngũ cốc dinh dưỡng_Inno 30gr * 20 gói","XK_Ngũ cốc dinh dưỡng_Inno 30gr * 20 gói XK","Ngũ cốc B'fast","Nutrition","Cereals","Instant Cereals","B'fast","Goi",14,20,280,0.6,,8.4,"Million Pcs","ROW - Chinese Speaking","Taiwan_Ngũ cốc dinh dưỡng_Inno 30gr * 20 gói Taiwan",,"Active","Export",,"Coffee , Nutrition","Innovation","Code tạm",,,"2024"
"03HG00151_ROW_Inno","0","Hạt nêm CHIN-SU ngọt thanh Nấm Shiitake XK Nhật 12hũ x 450gr_ROW_Inno","Hạt nêm CHIN-SU ngọt thanh Nấm Shiitake 12hũ x 450gr_Inno XK","Ngọt thanh Nấm Shiitake và Tảo Kombu","Seasoning","Dry Seasoning","Granules","Chinsu","Hu",12,1,12,0.45,,5.4,"Ton","ROW - EU","Hạt nêm CHIN-SU ngọt thanh Nấm Shiitake XK Nhật 12hũ x 450gr_ROW_Inno Russia",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"NT_ROW_Inno","0","NT_ROW_Inno","NT_ROW_Inno XK","Chinsu nếp cái hoa vàng","Seasoning","Sauces","Soya Sauces","Chinsu","Cha",24,1,24,0.275,,6.6,"K.Lit","ROW - EU","NT_ROW_Inno Russia",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"NM_ROW_Inno","0","NM_ROW_Inno","NM_ROW_Inno XK","Tương ớt Chinsu","Seasoning","Sauces","Fish Sauces","Chinsu","Cha",15,1,15,0.5,,7.5,"K.Lit","ROW - EU","NM_ROW_Inno Russia",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"TO_ROW_Inno","0","TO_ROW_Inno","TO_ROW_Inno XK","Tương ớt Chinsu","Seasoning","Sauces","Chilli Sauces","Chinsu","Cha",24,1,24,0.5,,12,"Ton","ROW - EU","TO_ROW_Inno Russia",,"Active","Export","Y","Seasoning","Innovation","Code tạm",,,"2024"
"02OM00658_Inno_USA","0","Mì Omachi XBH XK 6bl x 5gói x 80gr","Instant Noodle Omachi Bò 80gr XK","Omachi base","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.4,,2.4,"Million Pcs","North America","Mì Omachi XBH tô USA",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2023/Q4"
"02OM00659_Inno_USA","0","Mì Omachi Spaghetti Bò XK Mỹ 6bl x 5gói x 91gr","Instant Noodle Omachi Spaghetti Bò 91gr XK","Omachi Spaghetti","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.455,,2.73,"Million Pcs","North America","Mì Omachi Spaghetti XK Mỹ (tô) USA",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2024"
"Phobo_12to_InnoUSA","0","Phở CHIN-SU Story Bò XK 12tô x 81gr","Phở CHIN-SU Story Bò Tô 81gr XK","Phở Story Tô","Rice base","Replacement Meals","Instant Rice base","Chinsu","Hop",12,1,12,0.091,,1.092,"Million Pcs","North America","Phở CHIN-SU Bò USA",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2023/Q4"
"Phoga_12to_Inno_USA","0","PHỞ CHIN-SU Gà XK Mỹ 12 tô","Phở CHIN-SU Gà XK","Phở Story Tô","Rice base","Replacement Meals","Instant Rice base","Chinsu","Hop",12,1,12,0.091,,1.092,"Million Pcs","North America","Phở CHIN-SU Gà USA",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2024"
"Hutieusuon_12to_USA","0","Hủ tiếu CHIN-SU Sườn XK Mỹ 12 tô","Hủ tiếu CHIN-SU Sườn XK Mỹ 12 tô XK","Hủ Tiếu Story","Rice base","Replacement Meals","Instant Rice base","Chinsu","Hop",12,1,12,0.091,,1.092,"Million Pcs","North America","Hủ tiếu CHIN-SU Sườn XK Mỹ 12 tô USA",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2024"
"XLNX030SH","0","Nước xả vải  Optimo Fabcon 6/ 2 L","FabrXK softener Optimal Fabcon 2L XK","Optimo Liquid Conditioning","Home Care","Laundry","Liquid Conditioning","NET","Cha",6,1,6,2,,12,"K.Lit","Newzealand","Fabric softener Optimal Fabcon 2L New Zealand",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLNX050AF","0","Nước xả vải Netsoft Biển xanh 1 L/12","Nước xả vải Netsoft Biển xanh 1 L/12 XK","Netsoft Liquid Conditioning","Home Care","Laundry","Liquid Conditioning","NET","Cha",12,1,12,0.995,,11.94,"K.Lit","Afghanistan & UAE","Nước xả vải Netsoft Biển xanh 1 L/12 Afghanistan & UAE",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLTB030AF","0","Nước tẩy Toilet NET Power Clean 500 g/ 12 (AFG)","Nước tẩy Toilet NET Power Clean 500 g/ 12 (AFG) XK","NET Bleach","Home Care","Household Care","Bleach","NET","Cha",12,1,12,0.5,,6,"Ton","Afghanistan & UAE","Nước tẩy Toilet NET Power Clean 500 g/ 12 (AFG) Afghanistan & UAE",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLTB030RU","0","Nước tẩy Toilet NET Power Clean 500 g/ 12","Nước tẩy Toilet NET Power Clean 500 g/ 12 XK","NET Bleach","Home Care","Household Care","Bleach","NET","Cha",12,1,12,0.5,,6,"Ton","Nga","Nước tẩy Toilet NET Power Clean 500 g/ 12 Nga",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLTB031AF","0","Nước tẩy Toilet NET Power Clean 500 g/ 12 (AFG) nhãn tiếng anh","Bleach NET powder clean 500gr XK","NET Bleach","Home Care","Household Care","Bleach","NET","Cha",12,1,12,0.5,,6,"Ton","Afghanistan & UAE","Bleach NET powder clean 500gr Afghanistan & UAE",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLTB040AF","0","Nước tẩy nhà tắm NET Power Clean 900 g/ 12 (AFG)","Bleach NET powder clean 900gr XK","NET Bleach","Home Care","Household Care","Bleach","NET","Cha",12,1,12,0.9,,10.8,"Ton","Afghanistan & UAE","Bleach NET powder clean 900gr Afghanistan & UAE",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"XLTB040RU","0","Nước tẩy nhà tắm NET Power Clean 900 g/ 12","Nước tẩy nhà tắm NET Power Clean 900 g/ 12 XK","NET Bleach","Home Care","Household Care","Bleach","NET","Cha",12,1,12,0.9,,10.8,"Ton","Nga","Nước tẩy nhà tắm NET Power Clean 900 g/ 12 Nga",,"In-active","Export",,"HPC","Innovation","Code hệ thống",,,"2021-2022"
"02KK00314_Inno_Cam","0","Mì Kokomi Tôm chua cay 100gói x 65gr","Mì Kokomi Tôm chua cay 65gr XK","Kokomi","Convenience Foods","Noodles","Instant Noodle","Kokomi","Goi",100,1,100,0.065,,6.5,"Million Pcs","Cambodia","Mì Kokomi Tôm chua cay 65gr Cambodia",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2023/Q4"
"OMC_Spa_Inno_EU","0","Mì Omachi Spaghetti XK - gói","Instant Noodle Omachi trộn xốt Spaghetti Gói 91gr XK","Omachi base","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.091,,1.092,"Million Pcs","ROW - EU","Mì Omachi Spaghetti EU",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2024"
"01PH00068","0","Phở Bò Phở Story XK EU 12tô x 81gr","Phở CHIN-SU Story Bò Tô 81gr XK","Phở Story Tô","Rice base","Replacement Meals","Instant Rice base","Chinsu","Hop",12,1,12,0.091,,1.092,"Million Pcs","ROW - EU","Phở CHIN-SU Bò EU",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2023/Q4"
"PhoCSGa_Inno_EU","0","PHỞ CHIN-SU Gà XK EU 12 tô","Phở CHIN-SU Gà XK","Phở Story Tô","Rice base","Replacement Meals","Instant Rice base","Chinsu","Hop",12,1,12,0.091,,1.092,"Million Pcs","ROW - EU","Phở CHIN-SU Gà EU",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2024"
"Hutieusuon_12to_EU","0","Hủ tiếu Nam vang tô Sườn XK EU  12 tô","Hủ tiếu CHIN-SU Sườn XK","Hủ Tiếu Story","Rice base","Replacement Meals","Instant Rice base","Chinsu","Hop",12,1,12,0.091,,1.092,"Million Pcs","ROW - EU","Hủ tiếu CHIN-SU Sườn EU",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2024"
"OMC_Gà_Inno_EU","0","Mì Omachi Gà 80g xk EU","Mì Omachi Gà 80g XK","Omachi base","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,,2.4,"Million Pcs","ROW - EU","Mì Omachi Gà 80g xk EU",,"Active","Export","Y","Convenience Foods","Innovation","Code tạm",,,"2024"
