Demand Planning Standard SKU Name,Group SKU,Channel,Sub Division Name,Duplication,1,2,3,4,5,6,7,8,9,10,11,12
Springroll Chinsu Hi Fresh chả giò tôm & thịt 400gr,Chả giò Premium Chinsu Hi Fresh,MT0,Ready Meals,Springroll Chinsu Hi Fresh chả giò tôm & thịt 400grChả giò Premium Chinsu Hi FreshMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Springroll Chinsu Hi Fresh chả giò tôm & mực 400gr,Chả giò Premium Chinsu Hi Fresh,MT0,Ready Meals,Springroll Chinsu Hi Fresh chả giò tôm & mực 400grChả giò Premium Chinsu Hi FreshMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Korean Pickle Chinsu Hi Fresh kim chi cải thảo 500gr,Kim chi Chinsu Hi Fresh,MT0,Ready Meals,Korean Pickle Chinsu Hi Fresh kim chi cải thảo 500grKim chi Chinsu Hi FreshMT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Korean Pickle Chinsu Hi Fresh kim chi cải thảo 100gr,Kim chi Chinsu Hi Fresh,MT0,Ready Meals,Korean Pickle Chinsu Hi Fresh kim chi cải thảo 100grKim chi Chinsu Hi FreshMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Chả giò Mainstream thịt,Chả giò Mainstream,GT0,Ready Meals,Chả giò Mainstream thịtChả giò MainstreamGT0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
Chả giò Mainstream hải sản,Chả giò Mainstream,GT0,Ready Meals,Chả giò Mainstream hải sảnChả giò MainstreamGT0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
Chả giò Mainstream chay,Chả giò Mainstream,GT0,Ready Meals,Chả giò Mainstream chayChả giò MainstreamGT0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
Chả giò inno hải sản,Chả giò Premium Chinsu Hi Fresh inno,GT0,Ready Meals,Chả giò inno hải sảnChả giò Premium Chinsu Hi Fresh innoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Chả giò inno nấm,Chả giò Premium Chinsu Hi Fresh inno,GT0,Ready Meals,Chả giò inno nấmChả giò Premium Chinsu Hi Fresh innoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Chả giò Mainstream thịt,Chả giò Mainstream,MT0,Ready Meals,Chả giò Mainstream thịtChả giò MainstreamMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Chả giò Mainstream hải sản,Chả giò Mainstream,MT0,Ready Meals,Chả giò Mainstream hải sảnChả giò MainstreamMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Chả giò Mainstream chay,Chả giò Mainstream,MT0,Ready Meals,Chả giò Mainstream chayChả giò MainstreamMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Chả giò inno hải sản,Chả giò Premium Chinsu Hi Fresh inno,MT0,Ready Meals,Chả giò inno hải sảnChả giò Premium Chinsu Hi Fresh innoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Chả giò inno nấm,Chả giò Premium Chinsu Hi Fresh inno,MT0,Ready Meals,Chả giò inno nấmChả giò Premium Chinsu Hi Fresh innoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Pickles dưa chua cải bẹ 500gr,Vnese pickles dưa cải,GT0,Ready Meals,Pickles dưa chua cải bẹ 500grVnese pickles dưa cảiGT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa chua cải bẹ 100gr,Vnese pickles dưa cải,GT0,Ready Meals,Pickles dưa chua cải bẹ 100grVnese pickles dưa cảiGT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles dưa góp 500gr,Vnese pickles dưa góp,GT0,Ready Meals,Pickles dưa góp 500grVnese pickles dưa gópGT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa góp 100gr,Vnese pickles dưa góp,GT0,Ready Meals,Pickles dưa góp 100grVnese pickles dưa gópGT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles dưa hành 500gr,Vnese pickles dưa hành,GT0,Ready Meals,Pickles dưa hành 500grVnese pickles dưa hànhGT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa hành 100gr,Vnese pickles dưa hành,GT0,Ready Meals,Pickles dưa hành 100grVnese pickles dưa hànhGT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles măng chua 250gr,Vnese pickles măng chua,GT0,Ready Meals,Pickles măng chua 250grVnese pickles măng chuaGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pickles dưa rau muống 500gr,Vnese pickles rau muống,GT0,Ready Meals,Pickles dưa rau muống 500grVnese pickles rau muốngGT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa rau muống 100gr,Vnese pickles rau muống,GT0,Ready Meals,Pickles dưa rau muống 100grVnese pickles rau muốngGT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles củ kiệu 250gr,Vnese pickles củ kiệu,GT0,Ready Meals,Pickles củ kiệu 250grVnese pickles củ kiệuGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pickles dưa chua cải bẹ 500gr,Vnese pickles dưa cải,MT0,Ready Meals,Pickles dưa chua cải bẹ 500grVnese pickles dưa cảiMT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa chua cải bẹ 100gr,Vnese pickles dưa cải,MT0,Ready Meals,Pickles dưa chua cải bẹ 100grVnese pickles dưa cảiMT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles dưa góp 500gr,Vnese pickles dưa góp,MT0,Ready Meals,Pickles dưa góp 500grVnese pickles dưa gópMT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa góp 100gr,Vnese pickles dưa góp,MT0,Ready Meals,Pickles dưa góp 100grVnese pickles dưa gópMT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles dưa hành 500gr,Vnese pickles dưa hành,MT0,Ready Meals,Pickles dưa hành 500grVnese pickles dưa hànhMT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa hành 100gr,Vnese pickles dưa hành,MT0,Ready Meals,Pickles dưa hành 100grVnese pickles dưa hànhMT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles măng chua 250gr,Vnese pickles măng chua,MT0,Ready Meals,Pickles măng chua 250grVnese pickles măng chuaMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pickles dưa rau muống 500gr,Vnese pickles rau muống,MT0,Ready Meals,Pickles dưa rau muống 500grVnese pickles rau muốngMT0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Pickles dưa rau muống 100gr,Vnese pickles rau muống,MT0,Ready Meals,Pickles dưa rau muống 100grVnese pickles rau muốngMT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Pickles củ kiệu 250gr,Vnese pickles củ kiệu,MT0,Ready Meals,Pickles củ kiệu 250grVnese pickles củ kiệuMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Há cảo thịt 500gr,Há cảo,MT0,Ready Meals,Há cảo thịt 500grHá cảoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Há cảo thịt 500gr,Há cảo,GT0,Ready Meals,Há cảo thịt 500grHá cảoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Há cảo tôm 500gr,Há cảo,MT0,Ready Meals,Há cảo tôm 500grHá cảoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Há cảo tôm 500gr,Há cảo,GT0,Ready Meals,Há cảo tôm 500grHá cảoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Dried chicken Ponnie bơ tỏi 35gr,Dried meat,MT0,Processed Meats,Dried chicken Ponnie bơ tỏi 35grDried meatMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.33,0.27
Dried chicken Ponnie lá chanh 100gr,Dried meat,MT0,Processed Meats,Dried chicken Ponnie lá chanh 100grDried meatMT0,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.22,0.38
Dried chicken Ponnie lá chanh 35gr,Dried meat,MT0,Processed Meats,Dried chicken Ponnie lá chanh 35grDried meatMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.33,0.27
Dried chicken Ponnie bơ tỏi 300gr,Dried meat,MT0,Processed Meats,Dried chicken Ponnie bơ tỏi 300grDried meatMT0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.04
Dried chicken Ponnie lá chanh 300gr,Dried meat,MT0,Processed Meats,Dried chicken Ponnie lá chanh 300grDried meatMT0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.04
Dried meat _ inno 1,Dried meat_inno,GT0,Processed Meats,Dried meat _ inno 1Dried meat_innoGT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Dried meat _ inno 2,Dried meat_inno,GT0,Processed Meats,Dried meat _ inno 2Dried meat_innoGT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
MTS Ponnie Hotdog giò lụa 28gr,Ponnie Hotdog,GT0,Processed Meats,MTS Ponnie Hotdog giò lụa 28grPonnie HotdogGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333
MTS Ponnie Hotdog bắp 28gr,Ponnie Hotdog,GT0,Processed Meats,MTS Ponnie Hotdog bắp 28grPonnie HotdogGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
MTS Ponnie Hotdog cay 28gr,Ponnie Hotdog,GT0,Processed Meats,MTS Ponnie Hotdog cay 28grPonnie HotdogGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
MTS Ponnie Hotdog giò lụa 28gr,Ponnie Hotdog,MT0,Processed Meats,MTS Ponnie Hotdog giò lụa 28grPonnie HotdogMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
MTS Ponnie Hotdog bắp 28gr,Ponnie Hotdog,MT0,Processed Meats,MTS Ponnie Hotdog bắp 28grPonnie HotdogMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
MTS Ponnie Hotdog cay 28gr,Ponnie Hotdog,MT0,Processed Meats,MTS Ponnie Hotdog cay 28grPonnie HotdogMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Sterilized Sausages Heo cao bồi lắc phô mai 13gr,Heo Cao bồi,KA0,Processed Meats,Sterilized Sausages Heo cao bồi lắc phô mai 13grHeo Cao bồiKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sterilized Sausages Heo cao bồi lắc socola 13gr,Heo Cao bồi _ Mystery,GT0,Processed Meats,Sterilized Sausages Heo cao bồi lắc socola 13grHeo Cao bồi _ MysteryGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Sterilized Sausages Heo cao bồi lắc cola 13gr,Heo Cao bồi _ Mystery,GT0,Processed Meats,Sterilized Sausages Heo cao bồi lắc cola 13grHeo Cao bồi _ MysteryGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Sterilized Sausages Heo cao bồi lắc tomyum 13gr,Heo Cao bồi _ Mystery,GT0,Processed Meats,Sterilized Sausages Heo cao bồi lắc tomyum 13grHeo Cao bồi _ MysteryGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Dried chicken Ponnie bơ tỏi 300gr,Dried meat,KA0,Processed Meats,Dried chicken Ponnie bơ tỏi 300grDried meatKA0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dried meat _ inno 1,Dried meat_inno,MT0,Processed Meats,Dried meat _ inno 1Dried meat_innoMT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Dried meat _ inno 2,Dried meat_inno,MT0,Processed Meats,Dried meat _ inno 2Dried meat_innoMT0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Sterilized Sausages Ponnie Heo 19gr,Ponnie 19g,GT0,Processed Meats,Sterilized Sausages Ponnie Heo 19grPonnie 19gGT0,0.8000265021312836,0.6952912353705055,0.7984140277842026,0.8047108299952118,0.8214496988536493,0.8120525846645497,0.8447370867846508,0.8355449284355084,0.8106270844653545,0.8397612601217174,0.8376797985889368,0.841788739960057
Sterilized Sausages Ponnie vị Heo Hũ 19gr,Ponnie 19g,GT0,Processed Meats,Sterilized Sausages Ponnie vị Heo Hũ 19grPonnie 19gGT0,0.19997349786871643,0.3047087646294945,0.20158597221579744,0.19528917000478818,0.17855030114635073,0.18794741533545034,0.15526291321534924,0.16445507156449157,0.18937291553464553,0.16023873987828263,0.16232020141106318,0.158211260039943
Sterilized Sausages Ponnie chả bò 33gr,Ponnie chả Bò,GT0,Processed Meats,Sterilized Sausages Ponnie chả bò 33grPonnie chả BòGT0,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
Sterilized Sausages Ponnie chả bò 19gr,Ponnie chả Bò,GT0,Processed Meats,Sterilized Sausages Ponnie chả bò 19grPonnie chả BòGT0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
Sterilized Sausages Ponnie chả bò 33gr,Ponnie chả Bò,MT0,Processed Meats,Sterilized Sausages Ponnie chả bò 33grPonnie chả BòMT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Sterilized Sausages Ponnie chả bò 19gr,Ponnie chả Bò,MT0,Processed Meats,Sterilized Sausages Ponnie chả bò 19grPonnie chả BòMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Giftset_Canned meats Ponnie thịt áp chảo 200gr,PM Đóng Hộp (Thịt) _ giftset,KA0,Processed Meats,Giftset_Canned meats Ponnie thịt áp chảo 200grPM Đóng Hộp (Thịt) _ giftsetKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Giftset_Canned meats Ponnie thịt áp chảo 200gr,PM Đóng Hộp (Thịt) _ giftset,MT0,Processed Meats,Giftset_Canned meats Ponnie thịt áp chảo 200grPM Đóng Hộp (Thịt) _ giftsetMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Canned meats Ponnie thịt áp chảo 340gr,PM Đóng Hộp (Thịt),MT0,Processed Meats,Canned meats Ponnie thịt áp chảo 340grPM Đóng Hộp (Thịt)MT0,0.4163821645547311,0.4163821645547311,0.4163821645547311,0.4163821645547311,0.4163821645547311,0.4163821645547311,0.4163821645547311,0.4163821645547311,0.4163821645547311,0.46,0.4,0.3
Canned meats Ponnie thịt áp chảo 200gr,PM Đóng Hộp (Thịt),MT0,Processed Meats,Canned meats Ponnie thịt áp chảo 200grPM Đóng Hộp (Thịt)MT0,0.5836178354452689,0.5836178354452689,0.5836178354452689,0.5836178354452689,0.5836178354452689,0.5836178354452689,0.5836178354452689,0.5836178354452689,0.5836178354452689,0.54,0.6,0.7
Meatball 3 Minutes Heo Cao Bồi new flavor 200gr,Meat ball _ inno,GT0,Processed Meats,Meatball 3 Minutes Heo Cao Bồi new flavor 200grMeat ball _ innoGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Meatball 3 Minutes Heo Cao Bồi new flavor 200gr,Meat ball _ inno,MT0,Processed Meats,Meatball 3 Minutes Heo Cao Bồi new flavor 200grMeat ball _ innoMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heo cao bồi thịt rắc 40g,HCB _ Thịt rắc,GT0,Processed Meats,Heo cao bồi thịt rắc 40gHCB _ Thịt rắcGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heo cao bồi thịt rắc 40g,HCB _ Thịt rắc,MT0,Processed Meats,Heo cao bồi thịt rắc 40gHCB _ Thịt rắcMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sterilized Sausages Heo cao bồi update 13gr vị A,Heo Cao bồi _ Joy,GT0,Processed Meats,Sterilized Sausages Heo cao bồi update 13gr vị AHeo Cao bồi _ JoyGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Sterilized Sausages Heo cao bồi update 13gr vị B,Heo Cao bồi _ Joy,GT0,Processed Meats,Sterilized Sausages Heo cao bồi update 13gr vị BHeo Cao bồi _ JoyGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Heo cao bồi cuốn cuốn vị A,HCB cuốn cuốn,GT0,Processed Meats,Heo cao bồi cuốn cuốn vị AHCB cuốn cuốnGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Heo cao bồi cuốn cuốn vị B,HCB cuốn cuốn,GT0,Processed Meats,Heo cao bồi cuốn cuốn vị BHCB cuốn cuốnGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Sterilized Sausages Ponnie Heo vị cay 45gr,Ponnie XXTT _ inno,GT0,Processed Meats,Sterilized Sausages Ponnie Heo vị cay 45grPonnie XXTT _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Sterilized Sausages Ponnie _ noodle BF 45gr,Ponnie XXTT _ inno,GT0,Processed Meats,Sterilized Sausages Ponnie _ noodle BF 45grPonnie XXTT _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
MTS Ponnie Hotdog 28gr - vị A,Ponnie Hotdog_inno,GT0,Processed Meats,MTS Ponnie Hotdog 28gr - vị APonnie Hotdog_innoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
MTS Ponnie Hotdog 28gr - vị B,Ponnie Hotdog_inno,GT0,Processed Meats,MTS Ponnie Hotdog 28gr - vị BPonnie Hotdog_innoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Canned meats Ponnie thịt áp chảo 340gr _ vị new,PM Đóng Hộp (Thịt) _ inno,GT0,Processed Meats,Canned meats Ponnie thịt áp chảo 340gr _ vị newPM Đóng Hộp (Thịt) _ innoGT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Canned meats Ponnie thịt áp chảo 200gr _ vị new,PM Đóng Hộp (Thịt) _ inno,GT0,Processed Meats,Canned meats Ponnie thịt áp chảo 200gr _ vị newPM Đóng Hộp (Thịt) _ innoGT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Sterilized Sausages Ponnie Heo vị C 45gr,Ponnie XXTT _ inno,GT0,Processed Meats,Sterilized Sausages Ponnie Heo vị C 45grPonnie XXTT _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Sterilized Sausages Ponnie vị D 45gr,Ponnie XXTT _ inno,GT0,Processed Meats,Sterilized Sausages Ponnie vị D 45grPonnie XXTT _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
MTS Ponnie Hotdog 28gr - vị A,Ponnie Hotdog_inno,MT0,Processed Meats,MTS Ponnie Hotdog 28gr - vị APonnie Hotdog_innoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
MTS Ponnie Hotdog 28gr - vị B,Ponnie Hotdog_inno,MT0,Processed Meats,MTS Ponnie Hotdog 28gr - vị BPonnie Hotdog_innoMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Canned meats Ponnie thịt áp chảo 340gr _ vị new,PM Đóng Hộp (Thịt) _ inno,MT0,Processed Meats,Canned meats Ponnie thịt áp chảo 340gr _ vị newPM Đóng Hộp (Thịt) _ innoMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Canned meats Ponnie thịt áp chảo 200gr _ vị new,PM Đóng Hộp (Thịt) _ inno,MT0,Processed Meats,Canned meats Ponnie thịt áp chảo 200gr _ vị newPM Đóng Hộp (Thịt) _ innoMT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Sterilized Sausages Heo cao bồi lắc socola 13gr,Heo Cao bồi _ Mystery,MT0,Processed Meats,Sterilized Sausages Heo cao bồi lắc socola 13grHeo Cao bồi _ MysteryMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Sterilized Sausages Heo cao bồi lắc cola 13gr,Heo Cao bồi _ Mystery,MT0,Processed Meats,Sterilized Sausages Heo cao bồi lắc cola 13grHeo Cao bồi _ MysteryMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Sterilized Sausages Heo cao bồi lắc tomyum 13gr,Heo Cao bồi _ Mystery,MT0,Processed Meats,Sterilized Sausages Heo cao bồi lắc tomyum 13grHeo Cao bồi _ MysteryMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Dried chicken Ponnie lá chanh 300gr,Dried meat,KA0,Processed Meats,Dried chicken Ponnie lá chanh 300grDried meatKA0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dried chicken Ponnie lá chanh 35gr,Dried meat,KA0,Processed Meats,Dried chicken Ponnie lá chanh 35grDried meatKA0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dried chicken Ponnie lá chanh 100gr,Dried meat,KA0,Processed Meats,Dried chicken Ponnie lá chanh 100grDried meatKA0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
