Demand Planning Standard SKU Name,Group SKU,Channel,Sub Division Name,Duplication,1,2,3,4,5,6,7,8,9,10,11,12
Floor Care NET Extra 4kg,Net _ Floor care,NETCO_C1,Home Care,Floor Care NET Extra 4kgNet _ Floor careNETCO_C1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Floor Care NET tinh dầu Sả Chanh 3.8kg,Net _ Floor care,NETCO_C1,Home Care,Floor Care NET tinh dầu Sả Chanh 3.8kgNet _ Floor careNETCO_C1,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
Liquid Detergent NET Matic 3.6kg,Net _ Liquid Detergent,NETCO_C1,Home Care,Liquid Detergent NET Matic 3.6kgNet _ Liquid DetergentNETCO_C1,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235,0.235
Liquid Detergent NET Matic hương nước hoa 3.6kg,Net _ Liquid Detergent,NETCO_C1,Home Care,Liquid Detergent NET Matic hương nước hoa 3.6kgNet _ Liquid DetergentNETCO_C1,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
Liquid Detergent NET Matic đậm đặc 2.4kg,Net _ Liquid Detergent,NETCO_C1,Home Care,Liquid Detergent NET Matic đậm đặc 2.4kgNet _ Liquid DetergentNETCO_C1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Liquid Detergent NET Matic hương nước hoa 2.4kg,Net _ Liquid Detergent,NETCO_C1,Home Care,Liquid Detergent NET Matic hương nước hoa 2.4kgNet _ Liquid DetergentNETCO_C1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
Liquid Detergent NET Matic diệu kỳ 3.3kg,Net _ Liquid Detergent,NETCO_C1,Home Care,Liquid Detergent NET Matic diệu kỳ 3.3kgNet _ Liquid DetergentNETCO_C1,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245
Liquid Detergent NET Matic đam mê 3.3kg,Net _ Liquid Detergent,NETCO_C1,Home Care,Liquid Detergent NET Matic đam mê 3.3kgNet _ Liquid DetergentNETCO_C1,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Dish-wash NET hương Chanh 400gr,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash NET hương Chanh 400grNet _ DishwashNETCO_C1,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097
Dish-wash NET hương Chanh 800gr,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash NET hương Chanh 800grNet _ DishwashNETCO_C1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Dish-wash NET hương Chanh 1.5kg,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash NET hương Chanh 1.5kgNet _ DishwashNETCO_C1,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
Dish-wash NET combo 12.15kg,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash NET combo 12.15kgNet _ DishwashNETCO_C1,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308
Dish-wash Sạch hương Chanh 1.5kg,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash Sạch hương Chanh 1.5kgNet _ DishwashNETCO_C1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Dish-wash Sạch Trà xanh 1.5kg,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash Sạch Trà xanh 1.5kgNet _ DishwashNETCO_C1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Dish-wash NET Trà xanh & Gừng 750gr,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash NET Trà xanh & Gừng 750grNet _ DishwashNETCO_C1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Dish-wash NET Trà xanh & Gừng 3.8kg,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash NET Trà xanh & Gừng 3.8kgNet _ DishwashNETCO_C1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
Dish-wash Sạch hương Chanh 3.8kg,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash Sạch hương Chanh 3.8kgNet _ DishwashNETCO_C1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
Dish-wash Sạch Trà xanh 3.8kg,Net _ Dishwash,NETCO_C1,Home Care,Dish-wash Sạch Trà xanh 3.8kgNet _ DishwashNETCO_C1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Powder Detergent Joins 2 in 1 2.7kg,Joins _ Powder Detergent,NETCO_C1,Home Care,Powder Detergent Joins 2 in 1 2.7kgJoins _ Powder DetergentNETCO_C1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Powder Detergent Joins 2 in 1 360gr,Joins _ Powder Detergent,NETCO_C1,Home Care,Powder Detergent Joins 2 in 1 360grJoins _ Powder DetergentNETCO_C1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Powder Detergent Joins 2 in 1 720gr,Joins _ Powder Detergent,NETCO_C1,Home Care,Powder Detergent Joins 2 in 1 720grJoins _ Powder DetergentNETCO_C1,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
Liquid Detergent Sopa ấn tượng 3.4kg,Sopa _ Liquid Detergent _ Inno,NETCO_C1,Home Care,Liquid Detergent Sopa ấn tượng 3.4kgSopa _ Liquid Detergent _ InnoNETCO_C1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Liquid Detergent Sopa cảm hứng 3.4kg,Sopa _ Liquid Detergent _ Inno,NETCO_C1,Home Care,Liquid Detergent Sopa cảm hứng 3.4kgSopa _ Liquid Detergent _ InnoNETCO_C1,,,,,,,,,,,,
Liquid Detergent Sopa lôi cuốn 3.4kg,Sopa _ Liquid Detergent _ Inno,NETCO_C1,Home Care,Liquid Detergent Sopa lôi cuốn 3.4kgSopa _ Liquid Detergent _ InnoNETCO_C1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Dish-wash Homey hương Cam Satsuma 480gr,Homey _ Dishwash,NETCO_C1,Home Care,Dish-wash Homey hương Cam Satsuma 480grHomey _ DishwashNETCO_C1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Dish-wash Homey hương Cam Satsuma chai 950gr,Homey _ Dishwash,NETCO_C1,Home Care,Dish-wash Homey hương Cam Satsuma chai 950grHomey _ DishwashNETCO_C1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Dish-wash Homey hương Cam Satsuma túi 950gr,Homey _ Dishwash,NETCO_C1,Home Care,Dish-wash Homey hương Cam Satsuma túi 950grHomey _ DishwashNETCO_C1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Dish-wash Homey hương Chanh & Húng tây 480gr,Homey _ Dishwash,NETCO_C1,Home Care,Dish-wash Homey hương Chanh & Húng tây 480grHomey _ DishwashNETCO_C1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Dish-wash Homey hương Chanh & Húng tây chai 950gr,Homey _ Dishwash,NETCO_C1,Home Care,Dish-wash Homey hương Chanh & Húng tây chai 950grHomey _ DishwashNETCO_C1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Dish-wash Homey hương Chanh & Húng tây túi 950gr,Homey _ Dishwash,NETCO_C1,Home Care,Dish-wash Homey hương Chanh & Húng tây túi 950grHomey _ DishwashNETCO_C1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Body Care La'petal da thường & khô 500ml,LPT _ Shower gel _ Inno,NETCO_C1,Personal Care,Body Care La'petal da thường & khô 500mlLPT _ Shower gel _ InnoNETCO_C1,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2915477577066694,0.2925613988546303
Body Care La'petal da nhờn & mụn 500ml,LPT _ Shower gel _ Inno,NETCO_C1,Personal Care,Body Care La'petal da nhờn & mụn 500mlLPT _ Shower gel _ InnoNETCO_C1,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21942104914097268
Body Care La'petal da khô lá trầu không & cây phục sinh 500ml,LPT _ Shower gel _ Inno,NETCO_C1,Personal Care,Body Care La'petal da khô lá trầu không & cây phục sinh 500mlLPT _ Shower gel _ InnoNETCO_C1,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21866081828000206,0.21942104914097268
Body Care La'petal da thường lá trầu không & nụ tầm xuân 6ml,LPT _ Shower gel _ Inno,NETCO_C1,Personal Care,Body Care La'petal da thường lá trầu không & nụ tầm xuân 6mlLPT _ Shower gel _ InnoNETCO_C1,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1626783634399959,0.1611579017180546
Body Care La'petal da dầu & mụn lá trầu không & kim ngân hoa 6ml,LPT _ Shower gel _ Inno,NETCO_C1,Personal Care,Body Care La'petal da dầu & mụn lá trầu không & kim ngân hoa 6mlLPT _ Shower gel _ InnoNETCO_C1,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10845224229333061,0.10743860114536974
"Liquid Detergent Joins tinh dầu thông, cam 2.2kg",Joins _ Liquid Detergent,NETCO_C1,Home Care,"Liquid Detergent Joins tinh dầu thông, cam 2.2kgJoins _ Liquid DetergentNETCO_C1",0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Liquid Detergent Joins hương Flower Serum 2.2kg,Joins _ Liquid Detergent,NETCO_C1,Home Care,Liquid Detergent Joins hương Flower Serum 2.2kgJoins _ Liquid DetergentNETCO_C1,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
Cleanser La'petal Inno 1 - 150gr,LPT _ Cleanser,GT0,Personal Care,Cleanser La'petal Inno 1 - 150grLPT _ CleanserGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Cleanser La'petal Inno 2 - 150gr,LPT _ Cleanser,GT0,Personal Care,Cleanser La'petal Inno 2 - 150grLPT _ CleanserGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Cleanser La'petal Inno 3 - 150gr,LPT _ Cleanser,GT0,Personal Care,Cleanser La'petal Inno 3 - 150grLPT _ CleanserGT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Liquid Detergent Chanté Pouch - 3.4kg,Chanté _ Liquid Detergent _ Inno,GT0,Home Care,Liquid Detergent Chanté Pouch - 3.4kgChanté _ Liquid Detergent _ InnoGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hand wash La'petal 250ml,LPT _ Handwash,GT0,Personal Care,Hand wash La'petal 250mlLPT _ HandwashGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bộ sữa tắm capsule V1,LPT _ Shower gel _ Perfume,GT0,Personal Care,Bộ sữa tắm capsule V1LPT _ Shower gel _ PerfumeGT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V2,LPT _ Shower gel _ Perfume,GT0,Personal Care,Bộ sữa tắm capsule V2LPT _ Shower gel _ PerfumeGT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V3,LPT _ Shower gel _ Perfume,GT0,Personal Care,Bộ sữa tắm capsule V3LPT _ Shower gel _ PerfumeGT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V4,LPT _ Shower gel _ Perfume,GT0,Personal Care,Bộ sữa tắm capsule V4LPT _ Shower gel _ PerfumeGT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V5,LPT _ Shower gel _ Perfume,GT0,Personal Care,Bộ sữa tắm capsule V5LPT _ Shower gel _ PerfumeGT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Powder Detergent NET Inno Powder 3kg,Net _ Powder Detergent _ Inno,GT0,Home Care,Powder Detergent NET Inno Powder 3kgNet _ Powder Detergent _ InnoGT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Powder Detergent NET Inno Powder 5.5kg,Net _ Powder Detergent _ Inno,GT0,Home Care,Powder Detergent NET Inno Powder 5.5kgNet _ Powder Detergent _ InnoGT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Powder Detergent NET Inno Powder 400gr,Net _ Powder Detergent _ Inno,GT0,Home Care,Powder Detergent NET Inno Powder 400grNet _ Powder Detergent _ InnoGT0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Powder Detergent NET Inno Powder 800gr,Net _ Powder Detergent _ Inno,GT0,Home Care,Powder Detergent NET Inno Powder 800grNet _ Powder Detergent _ InnoGT0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Liquid Detergent NET Matic Inno 1 - 3.6kg,Net _ Liquid Detergent _ Inno,GT0,Home Care,Liquid Detergent NET Matic Inno 1 - 3.6kgNet _ Liquid Detergent _ InnoGT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Liquid Detergent NET Matic Inno 2 - 3.6kg,Net _ Liquid Detergent _ Inno,GT0,Home Care,Liquid Detergent NET Matic Inno 2 - 3.6kgNet _ Liquid Detergent _ InnoGT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Liquid Detergent NET Matic Inno 1 - 1.5kg,Net _ Liquid Detergent _ Inno,GT0,Home Care,Liquid Detergent NET Matic Inno 1 - 1.5kgNet _ Liquid Detergent _ InnoGT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dish-wash Sạch hương Chanh 800gr,Net _ Dishwash _ Inno,GT0,Home Care,Dish-wash Sạch hương Chanh 800grNet _ Dishwash _ InnoGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Joins Liquid Inno 1 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 1 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 2 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 2 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 3 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 3 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 4 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 4 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 1 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 1 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 2 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 2 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 3 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 3 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 4 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,GT0,Home Care,"Joins Liquid Inno 4 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoGT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Shampoo La'petal Inno 1 - 6ml,LPT _ Shampoo,GT0,Personal Care,Shampoo La'petal Inno 1 - 6mlLPT _ ShampooGT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Shampoo La'petal Inno 1 - 630ml,LPT _ Shampoo,GT0,Personal Care,Shampoo La'petal Inno 1 - 630mlLPT _ ShampooGT0,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Inno 2 - 630ml,LPT _ Shampoo,GT0,Personal Care,Shampoo La'petal Inno 2 - 630mlLPT _ ShampooGT0,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Inno 3 - 630ml,LPT _ Shampoo,GT0,Personal Care,Shampoo La'petal Inno 3 - 630mlLPT _ ShampooGT0,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Antidruff 630ml,LPT _ Shampoo,GT0,Personal Care,Shampoo La'petal Antidruff 630mlLPT _ ShampooGT0,,,,,,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Conditioner La'patal Inno 1 - 630ml,LPT _ Conditioner,GT0,Personal Care,Conditioner La'patal Inno 1 - 630mlLPT _ ConditionerGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cleanser La'petal Inno 1 - 150gr,LPT _ Cleanser,MT0,Personal Care,Cleanser La'petal Inno 1 - 150grLPT _ CleanserMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Cleanser La'petal Inno 2 - 150gr,LPT _ Cleanser,MT0,Personal Care,Cleanser La'petal Inno 2 - 150grLPT _ CleanserMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Cleanser La'petal Inno 3 - 150gr,LPT _ Cleanser,MT0,Personal Care,Cleanser La'petal Inno 3 - 150grLPT _ CleanserMT0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Liquid Detergent Chanté Pouch - 3.4kg,Chanté _ Liquid Detergent _ Inno,MT0,Home Care,Liquid Detergent Chanté Pouch - 3.4kgChanté _ Liquid Detergent _ InnoMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hand wash La'petal 250ml,LPT _ Handwash,MT0,Personal Care,Hand wash La'petal 250mlLPT _ HandwashMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bộ sữa tắm capsule V1,LPT _ Shower gel _ Perfume,MT0,Personal Care,Bộ sữa tắm capsule V1LPT _ Shower gel _ PerfumeMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V2,LPT _ Shower gel _ Perfume,MT0,Personal Care,Bộ sữa tắm capsule V2LPT _ Shower gel _ PerfumeMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V3,LPT _ Shower gel _ Perfume,MT0,Personal Care,Bộ sữa tắm capsule V3LPT _ Shower gel _ PerfumeMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V4,LPT _ Shower gel _ Perfume,MT0,Personal Care,Bộ sữa tắm capsule V4LPT _ Shower gel _ PerfumeMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V5,LPT _ Shower gel _ Perfume,MT0,Personal Care,Bộ sữa tắm capsule V5LPT _ Shower gel _ PerfumeMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Powder Detergent NET Inno Powder 3kg,Net _ Powder Detergent _ Inno,MT0,Home Care,Powder Detergent NET Inno Powder 3kgNet _ Powder Detergent _ InnoMT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Powder Detergent NET Inno Powder 5.5kg,Net _ Powder Detergent _ Inno,MT0,Home Care,Powder Detergent NET Inno Powder 5.5kgNet _ Powder Detergent _ InnoMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Powder Detergent NET Inno Powder 400gr,Net _ Powder Detergent _ Inno,MT0,Home Care,Powder Detergent NET Inno Powder 400grNet _ Powder Detergent _ InnoMT0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Powder Detergent NET Inno Powder 800gr,Net _ Powder Detergent _ Inno,MT0,Home Care,Powder Detergent NET Inno Powder 800grNet _ Powder Detergent _ InnoMT0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Liquid Detergent NET Matic Inno 1 - 3.6kg,Net _ Liquid Detergent _ Inno,MT0,Home Care,Liquid Detergent NET Matic Inno 1 - 3.6kgNet _ Liquid Detergent _ InnoMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Liquid Detergent NET Matic Inno 2 - 3.6kg,Net _ Liquid Detergent _ Inno,MT0,Home Care,Liquid Detergent NET Matic Inno 2 - 3.6kgNet _ Liquid Detergent _ InnoMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Liquid Detergent NET Matic Inno 1 - 1.5kg,Net _ Liquid Detergent _ Inno,MT0,Home Care,Liquid Detergent NET Matic Inno 1 - 1.5kgNet _ Liquid Detergent _ InnoMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dish-wash Sạch hương Chanh 800gr,Net _ Dishwash _ Inno,MT0,Home Care,Dish-wash Sạch hương Chanh 800grNet _ Dishwash _ InnoMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Joins Liquid Inno 1 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 1 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 2 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 2 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 3 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 3 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 4 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 4 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 1 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 1 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 2 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 2 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 3 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 3 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 4 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,MT0,Home Care,"Joins Liquid Inno 4 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoMT0",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Shampoo La'petal Inno 1 - 6ml,LPT _ Shampoo,MT0,Personal Care,Shampoo La'petal Inno 1 - 6mlLPT _ ShampooMT0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Shampoo La'petal Inno 1 - 630ml,LPT _ Shampoo,MT0,Personal Care,Shampoo La'petal Inno 1 - 630mlLPT _ ShampooMT0,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
